ALV-7004 CGS-8F Data, Single Run Data
Date :	"11.05.2021"
Time :	"09:36:14"
Samplename : 	"093 2021 Wasser"
SampMemo(0) : 	"Wasser-Messung "
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     292.95679
Viscosity [cp]  :	       1.00651
Refractive Index:	       1.33200
Wavelength [nm] :	     632.80000
Angle(1)[°]     :	      26.00000
Angle(2)[°]     :	      42.00000
Angle(3)[°]     :	      58.00000
Angle(4)[°]     :	      74.00000
Angle(5)[°]     :	      90.00000
Angle(6)[°]     :	     106.00000
Angle(7)[°]     :	     122.00000
Angle(8)[°]     :	     138.00000
Duration [s]    :	          30.0
Runs            :	         1
Mode            :	"8 x AUTO, 100 ns STC"
MeanCR1 [kHz]   :	       3.38084
MeanCR2 [kHz]   :	       2.40759
MeanCR3 [kHz]   :	       2.04827
MeanCR4 [kHz]   :	       1.72712
MeanCR5 [kHz]   :	       1.51804
MeanCR6 [kHz]   :	       2.22056
MeanCR7 [kHz]   :	       2.52207
MeanCR8 [kHz]   :	       1.13007
Atten[1]        :	       1.00000
Atten[2]        :	       1.00000
Atten[3]        :	       1.00000
RelSens[1]      :	       1.00000
RelSens[2]      :	       1.00000
RelSens[3]      :	       1.00000
RelSens[4]      :	       1.00000
RelSens[5]      :	       1.00000
RelSens[6]      :	       1.00000
RelSens[7]      :	       1.00000
RelSens[8]      :	       1.00000
DC[1][kHz]      :	       0.00000
DC[2][kHz]      :	       0.00000
DC[3][kHz]      :	       0.00000
DC[4][kHz]      :	       0.00000
DC[5][kHz]      :	       0.00000
DC[6][kHz]      :	       0.00000
DC[7][kHz]      :	       0.00000
DC[8][kHz]      :	       0.00000

"Correlation"
  1.00000E-004	  3.89580E+000	  3.86222E+000	  5.89193E-001	  2.29191E+000	  1.71083E+000	  4.16624E+000	  3.70279E+000	  7.57686E-001
  2.00000E-004	  8.93044E-001	  1.24108E+000	  4.87755E-001	  8.81089E-001	  3.13494E-001	  1.24533E+000	  1.48802E+000	  3.34674E-001
  3.00000E-004	  1.61110E+000	  1.21486E+000	  1.15816E-001	 -1.67980E-001	  6.19740E-002	  4.70392E-001	  8.98372E-001	  7.94089E-002
  4.00000E-004	  2.40270E-001	  1.43766E+000	  2.84879E-001	  2.29943E-001	  1.73761E-001	  5.31187E-002	  6.53885E-001	  3.27381E-001
  5.00000E-004	  9.58322E-001	  6.25107E-001	 -1.88497E-001	 -4.93553E-001	  2.85547E-001	  4.30652E-001	  4.95687E-001	  6.48223E-002
  6.00000E-004	  6.97212E-001	  1.07070E+000	  3.86317E-001	  1.28942E-002	  6.19740E-002	 -6.49175E-003	  2.65582E-001	  1.23169E-001
  7.00000E-004	 -8.69445E-001	  1.17555E+000	  4.81911E-002	  1.28942E-002	  1.73761E-001	 -8.59724E-002	  2.94345E-001	  2.98208E-001
  8.00000E-004	  1.08888E+000	  3.10570E-001	  1.49629E-001	 -2.76504E-001	  2.29654E-001	 -2.84674E-001	  3.54758E-002	 -4.45709E-001
  9.00000E-004	  1.61110E+000	  8.34798E-001	  8.20037E-002	  1.57593E-001	  6.08056E-003	 -2.84674E-001	 -2.20506E-002	 -2.99843E-001
  1.00000E-003	 -2.16671E-001	  8.34798E-001	  2.17254E-001	  1.28941E-002	 -3.29280E-001	  5.89613E-001	  3.80634E-001	  1.66928E-001
  1.10000E-003	  4.44383E-002	  4.67839E-001	 -1.20872E-001	  1.57593E-001	  1.17867E-001	 -2.05193E-001	  3.54758E-002	 -1.83150E-001
  1.20000E-003	 -2.16671E-001	  5.20262E-001	  8.20037E-002	  1.02579E+000	 -1.05706E-001	  1.12729E-001	 -2.20506E-002	 -6.64572E-002
  1.30000E-003	  4.44383E-002	  6.25107E-001	 -1.88497E-001	 -4.21203E-001	  1.17867E-001	 -4.62321E-002	  9.30023E-002	  4.87834E-001
  1.40000E-003	  3.05548E-001	  2.58147E-001	 -5.26623E-001	 -1.31805E-001	  2.29654E-001	  6.69094E-001	  1.50529E-001	  1.66928E-001
  1.50000E-003	  5.66657E-001	  7.82376E-001	  1.49629E-001	 -4.21203E-001	  2.29654E-001	 -3.64155E-001	 -1.37103E-001	 -3.72840E-002
  1.60000E-003	  8.27767E-001	  8.61010E-001	  4.81910E-002	  1.57593E-001	  6.19739E-002	 -1.65453E-001	 -2.20506E-002	  2.10624E-002
  1.80000E-003	 -3.47226E-001	  4.67839E-001	  3.52505E-001	 -2.76504E-001	 -1.05706E-001	  5.10132E-001	 -5.08139E-002	  2.10624E-002
  2.00000E-003	  3.05548E-001	  2.31936E-001	 -2.89935E-001	  2.29943E-001	  1.73761E-001	  1.92210E-001	 -2.80920E-001	  2.54448E-001
  2.20000E-003	  4.44382E-002	  6.25107E-001	 -3.57560E-001	 -3.48854E-001	 -2.17493E-001	 -2.84674E-001	  3.51871E-001	 -1.10217E-001
  2.40000E-003	  4.44382E-002	  2.84359E-001	 -1.94342E-002	 -5.94555E-002	  6.08051E-003	  1.12729E-001	  3.54758E-002	  9.39954E-002
  2.60000E-003	 -2.16671E-001	  3.10570E-001	 -1.54685E-001	 -3.48854E-001	 -1.05706E-001	 -8.59725E-002	 -1.65867E-001	 -1.39390E-001
  2.80000E-003	  1.74993E-001	  2.58147E-001	  1.43784E-002	  4.46992E-001	  1.17867E-001	 -8.59725E-002	 -2.20506E-002	  9.39954E-002
  3.00000E-003	  4.44382E-002	  4.67839E-001	 -1.94342E-002	  8.52436E-002	  5.65014E-001	  3.51171E-001	 -1.37104E-001	  2.10624E-002
  3.20000E-003	 -2.08393E-002	  4.02310E-001	  6.50972E-002	  3.38467E-001	  1.73760E-001	 -6.61024E-002	  1.07384E-001	 -6.64574E-002
  3.60000E-003	 -2.08393E-002	  2.31936E-001	  1.83441E-001	 -2.76504E-001	  3.40271E-002	 -4.62323E-002	  7.86205E-002	  8.67020E-002
  4.00000E-003	 -2.08393E-002	  3.49887E-001	  8.20035E-002	  3.74642E-001	  3.40271E-002	  2.31950E-001	  3.54757E-002	  8.67020E-002
  4.40000E-003	  1.09715E-001	  5.33367E-001	  8.20035E-002	  4.10817E-001	  1.45814E-001	 -6.61024E-002	 -3.64324E-002	  6.47564E-003
  4.80000E-003	 -2.16671E-001	  3.36781E-001	  1.32722E-001	 -1.31805E-001	 -2.17493E-001	 -6.49194E-003	  9.30021E-002	  6.48221E-002
  5.20000E-003	  1.09715E-001	  5.20261E-001	 -2.22310E-001	  8.52435E-002	  1.17867E-001	  1.72340E-001	 -1.08340E-001	 -2.99909E-002
  5.60000E-003	 -2.08393E-002	  3.10570E-001	  3.12846E-002	  1.93768E-001	 -7.77596E-002	  3.32484E-002	  2.08055E-001	  9.39953E-002
  6.00000E-003	 -2.81949E-001	  3.10570E-001	  2.84879E-001	 -9.56304E-002	  1.17867E-001	  7.29887E-002	 -6.51956E-002	 -1.54043E-002
  6.40000E-003	 -1.84033E-001	  4.02310E-001	 -3.63408E-002	 -5.94558E-002	  3.40269E-002	 -1.05843E-001	 -2.01821E-001	  2.10620E-002
  7.20000E-003	  3.38186E-001	  4.80944E-001	 -7.86066E-002	  1.21418E-001	  3.40269E-002	  2.33131E-002	 -6.51958E-002	 -4.09310E-002
